Member,HS_Code,Label_EN,Explanatory_EN
http://data.europa.eu/xsp/cn2024/071040000080,0710.40,0710 40 00 - Sweetcorn,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen"
http://data.europa.eu/xsp/cn2024/071080000080,0710.80,0710 80 - Other vegetables,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, leguminous vegetables, spinach, New Zealand spinach, orache spinach, and sweetcorn)"
http://data.europa.eu/xsp/cn2024/071090000080,0710.90,0710 90 00 - Mixtures of vegetables,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen"
http://data.europa.eu/xsp/cn2024/071120000080,0711.20,0711 20 - Olives,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
http://data.europa.eu/xsp/cn2024/071140000080,0711.40,0711 40 00 - Cucumbers and gherkins,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
http://data.europa.eu/xsp/cn2024/071151000080,0711.51,0711 51 00 -- Mushrooms of the genus Agaricus,"Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
http://data.europa.eu/xsp/cn2024/071159000080,0711.59,0711 59 00 -- Other,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. mushrooms of the genus ""Agaricus"")"
http://data.europa.eu/xsp/cn2024/071190000080,0711.90,0711 90 - Other vegetables; mixtures of vegetables,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. olives, cucumbers, gherkins, mushrooms and truffles, not mixed)"
http://data.europa.eu/xsp/cn2024/071220000080,0712.20,0712 20 00 - Onions,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared"
http://data.europa.eu/xsp/cn2024/071231000080,0712.31,0712 31 00 -- Mushrooms of the genus Agaricus,"Dried mushrooms of the genus ""Agaricus"", whole, cut, sliced, broken or in powder, but not further prepared"
http://data.europa.eu/xsp/cn2024/071232000080,0712.32,0712 32 00 -- Wood ears (Auricularia spp.),"Dried wood ears ""Auricularia spp."", whole, cut, sliced, broken or in powder, but not further prepared"
http://data.europa.eu/xsp/cn2024/071233000080,0712.33,0712 33 00 -- Jelly fungi (Tremella spp.),"Dried jelly fungi ""Tremella spp."", whole, cut, sliced, broken or in powder, but not further prepared"
http://data.europa.eu/xsp/cn2024/071234000080,0712.34,0712 34 00 -- Shiitake (Lentinus edodes),"Dried shiitake ""Lentinus edodes"", whole, cut, sliced, broken or in powder, but not further prepared"
http://data.europa.eu/xsp/cn2024/071239000080,0712.39,0712 39 00 -- Other,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared (excl. mushrooms of the genus ""Agaricus"", wood ears ""Auricularia spp."", jelly fungi ""Tremella spp."" and shiitake ""Lentinus edodes"")"
http://data.europa.eu/xsp/cn2024/071290000080,0712.90,0712 90 - Other vegetables; mixtures of vegetables,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared (excl. onions, mushrooms and truffles, not mixed)"
http://data.europa.eu/xsp/cn2024/071310000080,0713.10,0713 10 - Peas (Pisum sativum),"Dried, shelled peas ""Pisum sativum"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071320000080,0713.20,0713 20 00 - Chickpeas (garbanzos),"Dried, shelled chickpeas ""garbanzos"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071331000080,0713.31,0713 31 00 -- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,"Dried, shelled beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071332000080,0713.32,0713 32 00 -- Small red (Adzuki) beans (Phaseolus or Vigna angularis),"Dried, shelled small red ""Adzuki"" beans ""Phaseolus or Vigna angularis"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071333000080,0713.33,"0713 33 -- Kidney beans, including white pea beans (Phaseolus vulgaris)","Dried, shelled kidney beans ""Phaseolus vulgaris"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071334000080,0713.34,0713 34 00 -- Bambara beans (Vigna subterranea or Voandzeia subterranea),"Dried, shelled bambara beans ""Vigna subterranea or Voandzeia subterranea"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071335000080,0713.35,0713 35 00 -- Cow peas (Vigna unguiculata),"Dried, shelled cow peas ""Vigna unguiculata"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071339000080,0713.39,0713 39 00 -- Other,"Dried, shelled beans ""Vigna and Phaseolus"", whether or not skinned or split (excl. beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", small red ""Adzuki"" beans, kidney beans, Bambara beans and cow peas)"
http://data.europa.eu/xsp/cn2024/071340000080,0713.40,0713 40 00 - Lentils,"Dried, shelled lentils, whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071350000080,0713.50,"0713 50 00 - Broad beans (Vicia faba var. major) and horse beans (Vicia faba var.equina, Vicia faba var. minor)","Dried, shelled broad beans ""Vicia faba var. major"" and horse beans ""Vicia faba var. equina and Vicia faba var. minor"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071360000080,0713.60,0713 60 00 - Pigeon peas (Cajanus cajan),"Dried, shelled pigeon peas ""Cajanus cajan"", whether or not skinned or split"
http://data.europa.eu/xsp/cn2024/071390000080,0713.90,0713 90 00 - Other,"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, beans, lentils, broad beans, horse beans and pigeon peas)"
http://data.europa.eu/xsp/cn2024/071410000080,0714.10,0714 10 00 - Manioc (cassava),"Fresh, chilled, frozen or dried roots and tubers of manioc ""cassava"", whether or not sliced or in the form of pellets"
http://data.europa.eu/xsp/cn2024/071420000080,0714.20,0714 20 - Sweet potatoes,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
http://data.europa.eu/xsp/cn2024/071430000080,0714.30,0714 30 00 - Yams (Dioscorea spp.),"Yams ""Dioscorea spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
http://data.europa.eu/xsp/cn2024/071440000080,0714.40,0714 40 00 - Taro (Colocasia spp.),"Taro ""Colocasia spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
http://data.europa.eu/xsp/cn2024/071450000080,0714.50,0714 50 00 - Yautia (Xanthosoma spp.),"Yautia ""Xanthosoma spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
http://data.europa.eu/xsp/cn2024/071490000080,0714.90,0714 90 - Other,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets, and sago pith (excl. manioc ""cassava"", sweet potatoes, yams, taro and yautia)"
http://data.europa.eu/xsp/cn2024/080111000080,0801.11,0801 11 00 -- Desiccated,Desiccated coconuts
http://data.europa.eu/xsp/cn2024/080112000080,0801.12,0801 12 00 -- In the inner shell (endocarp),"Fresh coconuts in the inner shell ""endocarp"""
http://data.europa.eu/xsp/cn2024/080119000080,0801.19,0801 19 00 -- Other,"Fresh coconuts, whether or not shelled or peeled (excl. in the inner shell ""endocarp"")"
http://data.europa.eu/xsp/cn2024/080121000080,0801.21,0801 21 00 -- In shell,"Fresh or dried brazil nuts, in shell"
http://data.europa.eu/xsp/cn2024/080122000080,0801.22,0801 22 00 -- Shelled,"Fresh or dried brazil nuts, shelled"
http://data.europa.eu/xsp/cn2024/080131000080,0801.31,0801 31 00 -- In shell,"Fresh or dried cashew nuts, in shell"
http://data.europa.eu/xsp/cn2024/080132000080,0801.32,0801 32 00 -- Shelled,"Fresh or dried cashew nuts, shelled"
http://data.europa.eu/xsp/cn2024/080211000080,0802.11,0802 11 -- In shell,Fresh or dried almonds in shell
http://data.europa.eu/xsp/cn2024/080212000080,0802.12,0802 12 -- Shelled,"Fresh or dried almonds, shelled"
http://data.europa.eu/xsp/cn2024/080221000080,0802.21,0802 21 00 -- In shell,"Fresh or dried hazelnuts or filberts ""Corylus spp."", in shell"
http://data.europa.eu/xsp/cn2024/080222000080,0802.22,0802 22 00 -- Shelled,"Fresh or dried hazelnuts or filberts ""Corylus spp."", shelled"
http://data.europa.eu/xsp/cn2024/080231000080,0802.31,0802 31 00 -- In shell,"Fresh or dried walnuts, in shell"
http://data.europa.eu/xsp/cn2024/080232000080,0802.32,0802 32 00 -- Shelled,"Fresh or dried walnuts, shelled"
http://data.europa.eu/xsp/cn2024/080241000080,0802.41,0802 41 00 -- In shell,"Fresh or dried chestnuts ""Castanea spp."", in shell"
http://data.europa.eu/xsp/cn2024/080242000080,0802.42,0802 42 00 -- Shelled,"Fresh or dried chestnuts ""Castanea spp."", shelled"
http://data.europa.eu/xsp/cn2024/080251000080,0802.51,0802 51 00 -- In shell,"Fresh or dried pistachios, in shell"
http://data.europa.eu/xsp/cn2024/080252000080,0802.52,0802 52 00 -- Shelled,"Fresh or dried pistachios, shelled"
http://data.europa.eu/xsp/cn2024/080261000080,0802.61,0802 61 00 -- In shell,"Fresh or dried macadamia nuts, in shell"
http://data.europa.eu/xsp/cn2024/080262000080,0802.62,0802 62 00 -- Shelled,"Fresh or dried macadamia nuts, shelled"
http://data.europa.eu/xsp/cn2024/080270000080,0802.70,0802 70 00 - Kola nuts (Cola spp.),"Fresh or dried kola nuts ""Cola spp."", whether or not shelled or peeled"
http://data.europa.eu/xsp/cn2024/080280000080,0802.80,0802 80 00 - Areca nuts,"Fresh or dried areca nuts, whether or not shelled or peeled"
http://data.europa.eu/xsp/cn2024/080291000080,0802.91,"0802 91 00 -- Pine nuts, in shell","Fresh or dried pine nuts, in shell"
http://data.europa.eu/xsp/cn2024/080292000080,0802.92,"0802 92 00 -- Pine nuts, shelled","Fresh or dried pine nuts, shelled"
http://data.europa.eu/xsp/cn2024/080299000080,0802.99,0802 99 -- Other,"Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew nuts, almonds, hazelnuts, filberts, walnuts, chestnuts, pistachios, macadamia nuts, kola nuts, areca nuts and pine nuts)"
http://data.europa.eu/xsp/cn2024/080310000080,0803.10,0803 10 - Plantains,Fresh or dried plantains
http://data.europa.eu/xsp/cn2024/080390000080,0803.90,0803 90 - Other,Fresh or dried bananas (excl. plantains)
http://data.europa.eu/xsp/cn2024/080410000080,0804.10,0804 10 00 - Dates,Fresh or dried dates
http://data.europa.eu/xsp/cn2024/080420000080,0804.20,0804 20 - Figs,Fresh or dried figs
http://data.europa.eu/xsp/cn2024/080430000080,0804.30,0804 30 00 - Pineapples,Fresh or dried pineapples
http://data.europa.eu/xsp/cn2024/080440000080,0804.40,0804 40 00 - Avocados,Fresh or dried avocados
http://data.europa.eu/xsp/cn2024/080450000080,0804.50,"0804 50 00 - Guavas, mangoes and mangosteens","Fresh or dried guavas, mangoes and mangosteens"
http://data.europa.eu/xsp/cn2024/080510000080,0805.10,0805 10 - Oranges,Fresh or dried oranges
http://data.europa.eu/xsp/cn2024/080521000080,0805.21,0805 21 -- Mandarins (including tangerines and satsumas),Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines)
http://data.europa.eu/xsp/cn2024/080522000080,0805.22,0805 22 00 -- Clementines,Fresh or dried clementines incl. monreales
http://data.europa.eu/xsp/cn2024/080529000080,0805.29,0805 29 00 -- Other,Fresh or dried wilkings and similar citrus hybrids
http://data.europa.eu/xsp/cn2024/080540000080,0805.40,0805 40 00 - Grapefruit and pomelos,Fresh or dried grapefruit and pomelos
http://data.europa.eu/xsp/cn2024/080550000080,0805.50,"0805 50 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","Fresh or dried lemons ""Citrus limon, Citrus limonum"" and limes ""Citrus aurantifolia, Citrus latifolia"""
http://data.europa.eu/xsp/cn2024/080590000080,0805.90,0805 90 00 - Other,"Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"
http://data.europa.eu/xsp/cn2024/080610000080,0806.10,0806 10 - Fresh,Fresh grapes
http://data.europa.eu/xsp/cn2024/080620000080,0806.20,0806 20 - Dried,Dried grapes
http://data.europa.eu/xsp/cn2024/080711000080,0807.11,0807 11 00 -- Watermelons,Fresh watermelons
http://data.europa.eu/xsp/cn2024/080719000080,0807.19,0807 19 00 -- Other,Fresh melons (excl. watermelons)
http://data.europa.eu/xsp/cn2024/080720000080,0807.20,0807 20 00 - Papaws (papayas),"Fresh pawpaws ""papayas"""
http://data.europa.eu/xsp/cn2024/080810000080,0808.10,0808 10 - Apples,Fresh apples
http://data.europa.eu/xsp/cn2024/080830000080,0808.30,0808 30 - Pears,Fresh pears
http://data.europa.eu/xsp/cn2024/080840000080,0808.40,0808 40 00 - Quinces,Fresh quinces
http://data.europa.eu/xsp/cn2024/080910000080,0809.10,0809 10 00 - Apricots,Fresh apricots
http://data.europa.eu/xsp/cn2024/080921000080,0809.21,0809 21 00 -- Sour cherries (Prunus cerasus),"Fresh sour cherries ""Prunus cerasus"""
http://data.europa.eu/xsp/cn2024/080929000080,0809.29,0809 29 00 -- Other,Fresh cherries (excl. sour cherries)
http://data.europa.eu/xsp/cn2024/080930000080,0809.30,"0809 30 - Peaches, including nectarines","Fresh peaches, incl. nectarines"
http://data.europa.eu/xsp/cn2024/080940000080,0809.40,0809 40 - Plums and sloes,Fresh plums and sloes
http://data.europa.eu/xsp/cn2024/081010000080,0810.10,0810 10 00 - Strawberries,Fresh strawberries
http://data.europa.eu/xsp/cn2024/081020000080,0810.20,"0810 20 - Raspberries, blackberries, mulberries and loganberries","Fresh raspberries, blackberries, mulberries and loganberries"
http://data.europa.eu/xsp/cn2024/081030000080,0810.30,"0810 30 - Black-, white- or redcurrants and gooseberries","Fresh black-, white- or redcurrants and gooseberries"
http://data.europa.eu/xsp/cn2024/081040000080,0810.40,"0810 40 - Cranberries, bilberries and other fruit of the genus Vaccinium","Fresh cranberries, bilberries and other fruits of the genus Vaccinium"
http://data.europa.eu/xsp/cn2024/081050000080,0810.50,0810 50 00 - Kiwifruit,Fresh kiwifruit
http://data.europa.eu/xsp/cn2024/081060000080,0810.60,0810 60 00 - Durians,Fresh durians
http://data.europa.eu/xsp/cn2024/081070000080,0810.70,0810 70 00 - Persimmons,Fresh persimmons
http://data.europa.eu/xsp/cn2024/081090000080,0810.90,0810 90 - Other,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, pitahaya and other edible fruit (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", citrus fruit, grapes, melons, apples, pears quinces, apricots, cherries, peaches, plums, sloes, strawberries, raspberries, mulberries, blackberries, loganberries, cranberries, fruits of the genus Vaccinium, kiwifruit, durians, persimmons, black-, white- and redcurrants and gooseberries)"
http://data.europa.eu/xsp/cn2024/081110000080,0811.10,0811 10 - Strawberries,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened"
http://data.europa.eu/xsp/cn2024/081120000080,0811.20,"0811 20 - Raspberries, blackberries, mulberries, loganberries, black-, white- or redcurrants and gooseberries","Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants and gooseberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened"
http://data.europa.eu/xsp/cn2024/081190000080,0811.90,0811 90 - Other,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened (excl. strawberries, raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries)"
http://data.europa.eu/xsp/cn2024/081210000080,0812.10,0812 10 00 - Cherries,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
http://data.europa.eu/xsp/cn2024/081290000080,0812.90,0812 90 - Other,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. cherries)"
http://data.europa.eu/xsp/cn2024/081310000080,0813.10,0813 10 00 - Apricots,Dried apricots
http://data.europa.eu/xsp/cn2024/081320000080,0813.20,0813 20 00 - Prunes,Dried prunes
http://data.europa.eu/xsp/cn2024/081330000080,0813.30,0813 30 00 - Apples,Dried apples
http://data.europa.eu/xsp/cn2024/081340000080,0813.40,0813 40 - Other fruit,"Dried peaches, pears, papaws ""papayas"", tamarinds and other edible fruits (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, citrus fruit, grapes apricots, prunes and apples, unmixed)"
http://data.europa.eu/xsp/cn2024/081350000080,0813.50,0813 50 - Mixtures of nuts or dried fruits of this chapter,Mixtures of nuts or dried fruits
http://data.europa.eu/xsp/cn2024/081400000080,0814.00,"0814 00 00 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved in brine, or in water with other additives"
http://data.europa.eu/xsp/cn2024/090111000080,0901.11,0901 11 00 -- Not decaffeinated,Coffee (excl. roasted and decaffeinated)
http://data.europa.eu/xsp/cn2024/090112000080,0901.12,0901 12 00 -- Decaffeinated,Decaffeinated coffee (excl. roasted)
http://data.europa.eu/xsp/cn2024/090121000080,0901.21,0901 21 00 -- Not decaffeinated,Roasted coffee (excl. decaffeinated)
http://data.europa.eu/xsp/cn2024/090122000080,0901.22,0901 22 00 -- Decaffeinated,"Roasted, decaffeinated coffee"
http://data.europa.eu/xsp/cn2024/090190000080,0901.90,0901 90 - Other,Coffee husks and skins; coffee substitutes containing coffee in any proportion
http://data.europa.eu/xsp/cn2024/090210000080,0902.10,0902 10 00 - Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,Green tea in immediate packings of <= 3 kg
http://data.europa.eu/xsp/cn2024/090220000080,0902.20,0902 20 00 - Other green tea (not fermented),Green tea in immediate packings of > 3 kg
http://data.europa.eu/xsp/cn2024/090230000080,0902.30,"0902 30 00 - Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings of <= 3 kg"
http://data.europa.eu/xsp/cn2024/090240000080,0902.40,0902 40 00 - Other black tea (fermented) and other partly fermented tea,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings of > 3 kg"
http://data.europa.eu/xsp/cn2024/090300000080,0903.00,0903 00 00 Maté,Mate
http://data.europa.eu/xsp/cn2024/090411000080,0904.11,0904 11 00 -- Neither crushed nor ground,"Pepper of the genus Piper, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090412000080,0904.12,0904 12 00 -- Crushed or ground,"Pepper of the genus Piper, crushed or ground"
http://data.europa.eu/xsp/cn2024/090421000080,0904.21,"0904 21 -- Dried, neither crushed nor ground","Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090422000080,0904.22,0904 22 00 -- Crushed or ground,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground"
http://data.europa.eu/xsp/cn2024/090510000080,0905.10,0905 10 00 - Neither crushed nor ground,"Vanilla, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090520000080,0905.20,0905 20 00 - Crushed or ground,"Vanilla, crushed or ground"
http://data.europa.eu/xsp/cn2024/090611000080,0906.11,0906 11 00 -- Cinnamon (Cinnamomum zeylanicum Blume),"Cinnamon ""Cinnamomum zeylanicum Blume"" (excl. crushed and ground)"
http://data.europa.eu/xsp/cn2024/090619000080,0906.19,0906 19 00 -- Other,"Cinnamon and cinnamon-tree flowers (excl. cinnamon ""Cinnamomum zeylanicum Blume"" and crushed and ground cinnamon)"
http://data.europa.eu/xsp/cn2024/090620000080,0906.20,0906 20 00 - Crushed or ground,Crushed or ground cinnamon and cinnamon-tree flowers
http://data.europa.eu/xsp/cn2024/090710000080,0907.10,0907 10 00 - Neither crushed nor ground,"Cloves, whole fruit, cloves and stems, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090720000080,0907.20,0907 20 00 - Crushed or ground,"Cloves, whole fruit, cloves and stems, crushed or ground"
http://data.europa.eu/xsp/cn2024/090811000080,0908.11,0908 11 00 -- Neither crushed nor ground,"Nutmeg, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090812000080,0908.12,0908 12 00 -- Crushed or ground,"Nutmeg, crushed or ground"
http://data.europa.eu/xsp/cn2024/090821000080,0908.21,0908 21 00 -- Neither crushed nor ground,"Mace, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090822000080,0908.22,0908 22 00 -- Crushed or ground,"Mace, crushed or ground"
http://data.europa.eu/xsp/cn2024/090831000080,0908.31,0908 31 00 -- Neither crushed nor ground,"Cardamoms, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090832000080,0908.32,0908 32 00 -- Crushed or ground,"Cardamoms, crushed or ground"
http://data.europa.eu/xsp/cn2024/090921000080,0909.21,0909 21 00 -- Neither crushed nor ground,"Coriander seeds, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090922000080,0909.22,0909 22 00 -- Crushed or ground,"Coriander seeds, crushed or ground"
http://data.europa.eu/xsp/cn2024/090931000080,0909.31,0909 31 00 -- Neither crushed nor ground,"Cumin seeds, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090932000080,0909.32,0909 32 00 -- Crushed or ground,"Cumin seeds, crushed or ground"
http://data.europa.eu/xsp/cn2024/090961000080,0909.61,0909 61 00 -- Neither crushed nor ground,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/090962000080,0909.62,0909 62 00 -- Crushed or ground,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground"
http://data.europa.eu/xsp/cn2024/091011000080,0910.11,0910 11 00 -- Neither crushed nor ground,"Ginger, neither crushed nor ground"
http://data.europa.eu/xsp/cn2024/091012000080,0910.12,0910 12 00 -- Crushed or ground,"Ginger, crushed or ground"
http://data.europa.eu/xsp/cn2024/091020000080,0910.20,0910 20 - Saffron,Saffron
http://data.europa.eu/xsp/cn2024/091030000080,0910.30,0910 30 00 - Turmeric (curcuma),"Turmeric ""curcuma"""
http://data.europa.eu/xsp/cn2024/091091000080,0910.91,0910 91 -- Mixtures referred to in note 1(b) to this chapter,Mixtures of different types of spices
http://data.europa.eu/xsp/cn2024/091099000080,0910.99,0910 99 -- Other,"Spices (excl. pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, vanilla, cinnamon, cinnamontree flowers, clove ""wholefruit"", clove stems, nutmeg, mace, cardamoms, seeds of anise, badian, fennel, coriander, cumin and caraway, and juniper berries, ginger, saffron, turmeric ""curcuma"" and mixtures of various types of spices)"
http://data.europa.eu/xsp/cn2024/100111000080,1001.11,1001 11 00 -- Seed,Durum wheat seed for sowing
http://data.europa.eu/xsp/cn2024/100119000080,1001.19,1001 19 00 -- Other,Durum wheat (excl. seed for sowing)
http://data.europa.eu/xsp/cn2024/100191000080,1001.91,1001 91 -- Seed,"Seed of wheat and meslin, for sowing (excl. durum)"
http://data.europa.eu/xsp/cn2024/100199000080,1001.99,1001 99 00 -- Other,"Wheat and meslin (excl. seed for sowing, and durum wheat)"
http://data.europa.eu/xsp/cn2024/100210000080,1002.10,1002 10 00 - Seed,Rye seed for sowing
http://data.europa.eu/xsp/cn2024/100290000080,1002.90,1002 90 00 - Other,Rye (excl. seed for sowing)
http://data.europa.eu/xsp/cn2024/100310000080,1003.10,1003 10 00 - Seed,Barley seed for sowing
http://data.europa.eu/xsp/cn2024/100390000080,1003.90,1003 90 00 - Other,Barley (excl. seed for sowing)
http://data.europa.eu/xsp/cn2024/100410000080,1004.10,1004 10 00 - Seed,Oats seed for sowing
http://data.europa.eu/xsp/cn2024/100490000080,1004.90,1004 90 00 - Other,Oats (excl. seed for sowing)
http://data.europa.eu/xsp/cn2024/100510000080,1005.10,1005 10 - Seed,Maize seed for sowing
http://data.europa.eu/xsp/cn2024/100590000080,1005.90,1005 90 00 - Other,Maize (excl. seed for sowing)
http://data.europa.eu/xsp/cn2024/100610000080,1006.10,1006 10 - Rice in the husk (paddy or rough),"Rice in the husk, ""paddy"" or rough"
http://data.europa.eu/xsp/cn2024/100620000080,1006.20,1006 20 - Husked (brown) rice,Husked or brown rice
http://data.europa.eu/xsp/cn2024/100630000080,1006.30,"1006 30 - Semi-milled or wholly milled rice, whether or not polished or glazed","Semi-milled or wholly milled rice, whether or not polished or glazed"
http://data.europa.eu/xsp/cn2024/100640000080,1006.40,1006 40 00 - Broken rice,Broken rice
http://data.europa.eu/xsp/cn2024/100710000080,1007.10,1007 10 - Seed,"Grain sorghum, for sowing"
http://data.europa.eu/xsp/cn2024/100790000080,1007.90,1007 90 00 - Other,Grain sorghum (excl. for sowing)
http://data.europa.eu/xsp/cn2024/100810000080,1008.10,1008 10 00 - Buckwheat,Buckwheat
http://data.europa.eu/xsp/cn2024/100821000080,1008.21,1008 21 00 -- Seed,Millet seed for sowing (excl. grain sorghum)
http://data.europa.eu/xsp/cn2024/100829000080,1008.29,1008 29 00 -- Other,"Millet (excl. grain sorghum, and seed for sowing)"
http://data.europa.eu/xsp/cn2024/100830000080,1008.30,1008 30 00 - Canary seed,Canary seed
http://data.europa.eu/xsp/cn2024/100840000080,1008.40,1008 40 00 - Fonio (Digitaria spp.),"Fonio ""Digitaria spp."""
http://data.europa.eu/xsp/cn2024/100850000080,1008.50,1008 50 00 - Quinoa (Chenopodium quinoa),"Quinoa ""Chenopodium quinoa"""
http://data.europa.eu/xsp/cn2024/100860000080,1008.60,1008 60 00 - Triticale,Triticale
http://data.europa.eu/xsp/cn2024/100890000080,1008.90,1008 90 00 - Other cereals,"Cereals (excl. wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, millet, canary seeds, fonio, quinoa and triticale)"
http://data.europa.eu/xsp/cn2024/110100000080,1101.00,1101 00 Wheat or meslin flour,Wheat or meslin flour
http://data.europa.eu/xsp/cn2024/110220000080,1102.20,1102 20 - Maize (corn) flour,"Maize ""corn"" flour"
http://data.europa.eu/xsp/cn2024/110290000080,1102.90,1102 90 - Other,"Cereal flours (excl. wheat, meslin and maize)"
http://data.europa.eu/xsp/cn2024/110311000080,1103.11,1103 11 -- Of wheat,Groats and meal of wheat
http://data.europa.eu/xsp/cn2024/110313000080,1103.13,1103 13 -- Of maize (corn),"Groats and meal of maize ""corn"""
http://data.europa.eu/xsp/cn2024/110319000080,1103.19,1103 19 -- Of other cereals,Groats and meal of cereals (excl. wheat and maize)
http://data.europa.eu/xsp/cn2024/110320000080,1103.20,1103 20 - Pellets,Cereal pellets
http://data.europa.eu/xsp/cn2024/110412000080,1104.12,1104 12 -- Of oats,Rolled or flaked grains of oats
http://data.europa.eu/xsp/cn2024/110419000080,1104.19,1104 19 -- Of other cereals,Rolled or flaked grains of cereals (excl. oats)
http://data.europa.eu/xsp/cn2024/110422000080,1104.22,1104 22 -- Of oats,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excl. rolled, flaked, pellets and flour)"
